DOIs,Table_topic,Material,Tensile_name,Tensile_value,Tensile_unit,Yield_name,Yield_value,Yield_unit,Elongation_name,Elongation_value,Elongation_unit,H,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Y,Zr,Nb,Mo,Sn,Sb,La,Ce,Ta,W,Pb,Bi,Text
10.1016/j.matchemphys.2020.123089,Tensile data extracted from stress-strain curves of coarse and fine grained ferritic stainless steel.,Fine Grained,Tensile Strength (MPa),685,MPa,Yield Strength (MPa),530,MPa,Total Elongation (%),31,%,0,0,0.04,0.05,0,0,0,0,0,0.8,0,0,0,0,0,0,18.5,0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This material was received in the hot rolled condition and the initial microstructure consisted of equiaxed ferrite grains with mean size of 120 μm. By the proposed thermo-mechanical treatment, the microstructure was refined to an average grain size of 5 μm. Fig. 1 shows the schematic of the thermo-mechanical processing route conducted to produce fine-grained ferritic stainless steel from initial coarse-grained sample. Step 1 was the solution annealing at the temperature of 1200 °C for 7200s conducted to produce initial coarse grained microstructure with uniform chemical composition. Step 2 was the cold rolling of sample to about 90% thickness reduction to produce heavily cold worked material. Step 3 was the recrystallization annealing at 800 °C for 180 s. Also, sample was quenched immediately in water after recrystallization annealing to prevent grain growth just after recrystallization."
10.1016/j.matchemphys.2020.123089,Tensile data extracted from stress-strain curves of coarse and fine grained ferritic stainless steel.,Coarse Grained,Tensile Strength (MPa),430,MPa,Yield Strength (MPa),224,MPa,Total Elongation (%),68.8,%,0,0,0.04,0.05,0,0,0,0,0,0.8,0,0,0,0,0,0,18.5,0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This material was received in the hot rolled condition and the initial microstructure consisted of equiaxed ferrite grains with mean size of 120 μm. By the proposed thermo-mechanical treatment, the microstructure was refined to an average grain size of 5 μm. Fig. 1 shows the schematic of the thermo-mechanical processing route conducted to produce fine-grained ferritic stainless steel from initial coarse-grained sample. Step 1 was the solution annealing at the temperature of 1200 °C for 7200s conducted to produce initial coarse grained microstructure with uniform chemical composition."
10.1016/j.addma.2021.102068,Mechanical properties of the as-built and heat-treated specimens.,as-built,Ultimate Tensile Strength (MPa),881,MPa,0.2% Yield Stress (MPa),660,MPa,Total Elongation %,15.2,%,0,0,0.05,0,0,0,0,0,1.32,0.12,0,0,0,0,0,0.3,12.48,0.37,0,0,8.4,0,0,0,0,0,0.09,1.46,0,0,0,0,0,0,0,0,"The studied hybrid additively manufactured material uses a commercial Uddeholm AISI 420 stainless steel as the substrate, and Corrax, a maraging stainless steel, printed on top."
10.1016/j.addma.2021.102068,Mechanical properties of the as-built and heat-treated specimens.,HT,Ultimate Tensile Strength (MPa),1481,MPa,0.2% Yield Stress (MPa),1291,MPa,Total Elongation %,9.4,%,0,0,0.25,0,0,0,0,0,0.2,0.18,0,0,0,0,0,0.37,12.72,0.55,0,0,1.26,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,"The studied hybrid additively manufactured material uses a commercial Uddeholm AISI 421 stainless steel as the substrate, and Corrax, a maraging stainless steel, printed on top. An EOS M290 system was used to build the ɸ12 × 120 mm Corrax steel cylinders on top of 420 under an Argon atmosphere using the laser powder bed fusion (LPBF) technique. The laser power, scanning speed, hatching distance and layer thickness were 258.7 W, 1066.7 mm/s, 100 µm, and 30 µm, respectively. The laser beam was rotated 67° between successive layers during the process. The platform temperature was kept at 80 °C during the printing process to reduce the residual stresses at the interface. The commercial heat treatment of 420 steel includes austenitization at 1010–1030 °C followed by tempering at 230–300 °C, while the heat treatment of Corrax includes austenitization at approximately 900 °C followed by aging at 500–550 °C. In this work, we examined combinations of austenitization and aging temperatures and concluded that a hybrid heat treatment cycle in an Argon atmosphere optimizes mechanical properties and compatibility between 420 and Corrax steels. We chose the 420 austenitization temperature and the Corrax aging temperature as described in the following. The hybrid steel was heated at 15 °C/min to the maximum temperature of 1010 °C and then held for 30 min, followed by quenching with high-pressure Argon, to obtain a fully martensitic matrix. Afterward, aging of the Corrax steel was performed at 5"
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,As-received,Tensile strength (MPa),615,MPa,Yield stress (MPa),511,MPa,Total elongation (%),16.3,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1."
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,Sample A,Tensile strength (MPa),611,MPa,Yield stress (MPa),548,MPa,Total elongation (%),12.8,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1. Initial thickness (mm) 15±0.05 Start rolling temperature (°C) 1100±20 Thickness (mm) 11±0.05 FRT (°C) 1060±20 Thickness (mm) 8±0.05 FRT (°C) 1040±20 Thickness (mm) 5±0.05 FRT (°C) 1000±20"
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,Sample B,Tensile strength (MPa),637,MPa,Yield stress (MPa),538,MPa,Total elongation (%),20.3,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1. Initial thickness (mm) 15±0.05 Start rolling temperature (°C) 980±20 Thickness (mm) 11±0.05 FRT (°C) 955±20 Thickness (mm) 8±0.05 FRT (°C) 905±20 Thickness (mm) 5±0.05 FRT (°C) 865±20"
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,Sample C,Tensile strength (MPa),713,MPa,Yield stress (MPa),553,MPa,Total elongation (%),17.4,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1. Initial thickness (mm) 15±0.05 Start rolling temperature (°C) 835±20 Thickness (mm) 11±0.05 FRT (°C) 795±20 Thickness (mm) 8±0.05 FRT (°C) 785±20 Thickness (mm) 5±0.05 FRT (°C) 750±20"
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,Sample D,Tensile strength (MPa),698,MPa,Yield stress (MPa),423,MPa,Total elongation (%),19.2,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1. Initial thickness (mm) 15±0.05 Start rolling temperature (°C) 780±20 Thickness (mm) 11±0.05 FRT (°C) 720±20 Thickness (mm) 8±0.05 FRT (°C) 700±20 Thickness (mm) 5±0.05 FRT (°C) 680±20"
10.1016/j.jmrt.2018.06.024,Tensile mechanical properties of processed specimens.,Sample E,Tensile strength (MPa),682,MPa,Yield stress (MPa),594,MPa,Total elongation (%),17.9,%,0,0,0.099,0,0,0,0,0,0.08,0.26,0.018,0.005,0,0,0.02,0.05,0.021,1.664,0,0,0.022,0.014,0,0,0,0,0.061,0.816,0,0,0,0,0,0,0,0," Besides, the ductility of the investigated steels can be improved thanks to the application of annealing, which turns the deformation-induced substructure into stable ultra-fine grains . In this study, a commercial SAE 970X microalloyed steel was subjected to different controlled rolling processes followed by air cooling to room temperature. A commercial SAE 970X steel plate, which was industrially hot-rolled after casting, was investigated. The chemical composition was determined by optical emission spectrometry (Shimadzu, PDA-7000); see Table 1. Initial thickness (mm) 15±0.05 Start rolling temperature (°C) 850±20 Thickness (mm) 11±0.05 FRT (°C) 850±20 Thickness (mm) 8±0.05 FRT (°C) 850±20 Thickness (mm) 5±0.05 FRT (°C) 850±20"
10.1007/s11661-009-0124-7,Table IV Average Tensile Properties of Investigated Alloys,L-Al,Tensile Strength (MPa),988,MPa,Yield Strength (MPa),936,MPa,Total Elongation (Pct),16.7,no mentioned,0,0,0.12,0,0,0,0,0,1.1,0.55,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table I shows the chemical compositions of the investigated alloys. Vacuum-induction-melted ingots with dimensions of 300 × 150 × 50 mm were reheated to 1200 °C for 2 hours and hot rolled with a finishing temperature above 800 °C, followed by air cooling to room temperature. The thickness of the hot-rolled sheets was 4.5 mm. They were pickled in a 10 pct HCl solution and then cold rolled to a thickness of 1 mm. The cold-rolled sheets were annealed using an infrared heating furnace, with heating and cooling rates of 10 °C/s. The intercritical annealing temperatures of 660 °C for the L-Al alloy, taking into account the calculated equilibrium austenite fraction. The holding time at each annealing temperature was 2 minutes. Specimens were prepared by mechanical polishing followed by chemical polishing in a 10 pct HF+H2O2 solution."
10.1007/s11661-009-0124-7,Table IV Average Tensile Properties of Investigated Alloys,L-Al,Tensile Strength (MPa),1204,MPa,Yield Strength (MPa),766,MPa,Total Elongation (Pct),15.9,no mentioned,0,0,0.12,0,0,0,0,0,1.1,0.55,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table I shows the chemical compositions of the investigated alloys. Vacuum-induction-melted ingots with dimensions of 300 × 150 × 50 mm were reheated to 1200 °C for 2 hours and hot rolled with a finishing temperature above 800 °C, followed by air cooling to room temperature. The thickness of the hot-rolled sheets was 4.5 mm. They were pickled in a 10 pct HCl solution and then cold rolled to a thickness of 1 mm. The cold-rolled sheets were annealed using an infrared heating furnace, with heating and cooling rates of 10 °C/s. The intercritical annealing temperatures of 720 °C for the L-Al alloy, taking into account the calculated equilibrium austenite fraction. The holding time at each annealing temperature was 2 minutes. Specimens were prepared by mechanical polishing followed by chemical polishing in a 10 pct HF+H2O2 solution."
10.1007/s11661-009-0124-7,Table IV Average Tensile Properties of Investigated Alloys,H-Al,Tensile Strength (MPa),854,MPa,Yield Strength (MPa),814,MPa,Total Elongation (Pct),21.7,no mentioned,0,0,0.12,0,0,0,0,0,3.1,0.47,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table I shows the chemical compositions of the investigated alloys. Vacuum-induction-melted ingots with dimensions of 300 × 150 × 50 mm were reheated to 1200 °C for 2 hours and hot rolled with a finishing temperature above 800 °C, followed by air cooling to room temperature. The thickness of the hot-rolled sheets was 4.5 mm. They were pickled in a 10 pct HCl solution and then cold rolled to a thickness of 1 mm. The cold-rolled sheets were annealed using an infrared heating furnace, with heating and cooling rates of 10 °C/s. The intercritical annealing temperatures of 720 °C for the H-Al alloy were chosen, taking into account the calculated equilibrium austenite fraction. The holding time at each annealing temperature was 2 minutes. Specimens were prepared by mechanical polishing followed by chemical polishing in a 10 pct HF+H2O2 solution."
10.1007/s11661-009-0124-7,Table IV Average Tensile Properties of Investigated Alloys,H-Al,Tensile Strength (MPa),994,MPa,Yield Strength (MPa),714,MPa,Total Elongation (Pct),27.5,no mentioned,0,0,0.12,0,0,0,0,0,3.1,0.47,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table I shows the chemical compositions of the investigated alloys. Vacuum-induction-melted ingots with dimensions of 300 × 150 × 50 mm were reheated to 1200 °C for 2 hours and hot rolled with a finishing temperature above 800 °C, followed by air cooling to room temperature. The thickness of the hot-rolled sheets was 4.5 mm. They were pickled in a 10 pct HCl solution and then cold rolled to a thickness of 1 mm. The cold-rolled sheets were annealed using an infrared heating furnace, with heating and cooling rates of 10 °C/s. The intercritical annealing temperatures of 780 °C for the H-Al alloy were chosen, taking into account the calculated equilibrium austenite fraction. The holding time at each annealing temperature was 2 minutes. Specimens were prepared by mechanical polishing followed by chemical polishing in a 10 pct HF+H2O2 solution."
10.1007/s11661-009-0124-7,Table IV Average Tensile Properties of Investigated Alloys,H-Al,Tensile Strength (MPa),1161,MPa,Yield Strength (MPa),444,MPa,Total Elongation (Pct),12.4,no mentioned,0,0,0.12,0,0,0,0,0,3.1,0.47,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Table I shows the chemical compositions of the investigated alloys. Vacuum-induction-melted ingots with dimensions of 300 × 150 × 50 mm were reheated to 1200 °C for 2 hours and hot rolled with a finishing temperature above 800 °C, followed by air cooling to room temperature. The thickness of the hot-rolled sheets was 4.5 mm. They were pickled in a 10 pct HCl solution and then cold rolled to a thickness of 1 mm. The cold-rolled sheets were annealed using an infrared heating furnace, with heating and cooling rates of 10 °C/s. The intercritical annealing temperatures of 840 °C for the H-Al alloy were chosen, taking into account the calculated equilibrium austenite fraction. The holding time at each annealing temperature was 2 minutes. Specimens were prepared by mechanical polishing followed by chemical polishing in a 10 pct HF+H2O2 solution."
